excluded_at,relative_path,size_bytes,sha256,category,reason,action
2026-05-16 13:47:27 AEST,RESTRICTED_REVIEW_SPLIT.md,565,6592867983d1cfabd1f1b7f7c33164dd195cd1dc2d83178368e2a4f277b4ffbc,internal_cleanup_review,filename/path matches nonarchival package material,removed_from_package_copy_not_source_original
