20380
7393
1200
1165
21
1	1	5432	9	2.3	32.02	1	0	70.96	0.07	1	-1	0	0	155993.03	0	0	2	0	0	0
2	1	6712	9	1.44	32	1	0	20.31	0.05	1	-1	0	0	154638.39	0	0	2	0	0	0
3	2	5430	9	1.95	31.97	1	0	32.98	0.06	1	-1	0	0	150710.02	0	0	2	1	0	0
4	2	5738	9	2.16	32	1	0	38.89	0.07	1	-1	1	0	152305.89	0	0	2	1	1	0
5	2	5739	9	0.87	32.02	1	0	19.24	0.03	1	-1	0	0	149954.34	0	0	2	0	0	0
6	3	5435	9	2.42	31.98	1	0	25.59	0.08	1	-1	0	0	141328.28	0	0	2	1	0	0
7	3	6705	9	1.63	31.96	1	0	12.21	0.05	1	-1	0	0	142446.38	0	0	2	0	0	0
8	3	6706	9	1.73	32.04	1	0	13.6	0.05	1	-1	0	0	140466.08	0	0	2	1	0	0
9	3	6712	9	1.74	32.02	1	0	7	0.05	1	-1	0	0	148375.66	0	0	2	1	0	0
10	4	5458	9	1.11	32.02	1	0	15.4	0.03	1	-1	0	0	131029.72	0	0	2	1	0	0
11	4	6705	9	2.07	32.01	1	0	3.14	0.06	1	-1	0	0	136859.03	0	0	2	0	0	1
12	4	6707	9	1.59	32.01	1	0	0	0.05	1	-1	0	0	132192.67	0	0	2	1	0	0
13	5	5405	9	0.48	32	1	0	29.35	0.01	1	-1	0	0	130720.78	0	0	2	1	0	0
14	5	5435	9	1.34	32.03	1	0	10.82	0.04	1	-1	0	0	134846.69	0	0	2	1	0	0
15	6	5437	9	0.95	32.02	1	0	62.39	0.03	1	-1	0	0	126991.8	0	0	2	1	0	0
16	6	6706	9	1.53	31.99	1	0	3.89	0.05	1	-1	0	0	131853.78	0	0	2	0	0	0
17	6	6707	9	1.49	32.04	1	0	1.18	0.05	1	-1	0	0	129136.55	0	0	2	0	0	0
18	7	5406	9	1.32	31.94	1	0	33.67	0.04	1	-1	0	0	131743.03	0	0	2	0	0	0
19	7	5429	9	0.46	32.09	1	0	34.07	0.01	1	-1	0	0	135102.59	0	0	2	0	0	1
20	8	5354	9	0.1	31.58	1	0	37.11	0	1	-1	0	0	119374.57	0	0	2	1	0	0
21	8	5425	9	0.89	31.98	1	0	25.7	0.03	1	-1	0	0	119164.24	0	0	2	0	0	0
22	9	5428	9	2.33	31.99	1	0	169.05	0.07	1	-1	0	0	130047.48	0	0	2	1	0	0
23	9	5429	9	2.04	31.96	1	0	48.72	0.06	1	-1	0	0	135747.48	0	0	2	1	1	1
24	9	5739	9	2.18	31.98	1	0	50.89	0.07	1	-1	0	0	141930.25	0	0	2	1	0	1
25	10	5422	9	1.36	32	1	0	92.11	0.04	1	-1	0	0	130003.09	0	0	2	0	0	0
26	10	5427	9	0.62	32.07	1	0	110.51	0.02	1	-1	0	0	125363.77	0	0	2	0	0	0
27	11	5419	9	0.9	31.95	1	0	61.82	0.03	1	-1	0	0	148625.03	0	0	2	0	0	0
28	11	5740	9	0.76	31.89	1	0	44.75	0.02	1	-1	0	0	148174.3	0	0	2	1	0	0
29	12	5419	9	2	32	1	0	75.25	0.06	1	-1	0	0	148990.75	0	0	2	1	0	1
30	12	5423	9	1.25	32.05	1	0	44.1	0.04	1	-1	0	0	146615.23	0	0	2	1	0	1
31	12	6931	9	2.62	32.02	1	0	8.05	0.08	1	-1	0	0	150600.39	0	0	2	1	0	1
32	13	5418	9	2.56	32	1	0	52.74	0.08	1	-1	0	0	129025.02	0	0	2	1	0	1
33	13	5422	9	1.99	32.01	1	0	53.13	0.06	1	-1	0	0	133493.97	0	0	2	1	0	0
34	13	5424	9	0.91	31.93	1	0	28.95	0.03	1	-1	0	0	136312.11	0	0	2	1	0	0
35	14	5239	9	1.47	31.96	1	0	183.16	0.05	1	-1	0	0	121610.64	0	0	2	1	0	0
36	14	5418	9	0.61	32.11	1	0	75.33	0.02	1	-1	0	0	122454.48	0	0	2	1	0	0
37	15	5236	9	1.37	31.98	1	0	222.78	0.04	1	-1	0	0	151100.97	0	0	2	1	0	1
38	15	6931	9	2.7	32.02	1	0	34.78	0.08	1	-1	0	0	152963	0	0	2	1	0	1
39	16	5235	9	1.18	32.04	1	0	49	0.04	1	-1	0	0	126903.51	0	0	2	1	0	1
40	17	5230	9	1.19	32.02	1	0	121.19	0.04	1	-1	0	0	114884.91	0	0	2	1	0	0
41	17	5235	9	1.3	31.97	1	0	32.02	0.04	1	-1	0	0	120670.97	0	0	2	0	0	0
42	18	5230	9	1.91	32.01	1	0	12	0.06	1	-1	0	0	108633.18	0	0	2	1	0	0
43	19	5229	9	0.85	32.08	1	0	1	0.03	1	-1	0	0	95502.11	0	0	2	1	0	0
44	20	5361	9	0.35	31.82	1	0	33.51	0.01	1	-1	0	0	86743.6	0	0	2	0	0	1
45	20	5364	9	0.5	31.91	1	0	26.82	0.02	1	-1	0	0	88188.86	0	0	2	1	0	1
46	21	5231	9	2.53	32.03	1	0	28.72	0.08	1	-1	0	0	99991.09	0	0	2	1	0	0
47	21	5363	9	1.92	32	1	0	23.3	0.06	1	-1	0	0	95269.57	0	0	2	1	0	0
48	21	5367	9	0.48	32	1	0	227.52	0.02	1	-1	0	0	98651.04	0	0	2	0	0	0
49	21	5372	9	1.24	31.93	1	0	63.97	0.04	1	-1	0	0	102136.77	0	0	2	1	0	0
50	22	5369	9	0.58	31.93	1	0	9.73	0.02	1	-1	0	0	88177.34	0	0	2	0	0	0
51	22	5375	9	0.2	31.58	1	0	12.18	0.01	1	-1	0	0	87522.52	0	0	2	0	0	0
52	23	5368	9	0.57	31.96	1	0	32.53	0.02	1	-1	0	0	97785.38	0	0	2	0	0	0
53	23	5379	9	0.78	32.05	1	0	37.04	0.02	1	-1	0	0	95646.85	0	0	2	0	0	0
