7403
1	467513	5027507
2	475756	5027133
3	465244	5022915
4	461890	5017995
5	470495	5020176
6	466845	5017917
7	472149	5021347
8	476165	5017121
9	476033	5022251
10	480196	5019517
11	480227	5026234
12	484848	5026120
13	484669	5021299
14	486473	5016862
15	493392	5025644
16	495444	5016698
17	494276	5013046
18	495575	5008244
19	488098	5009087
20	483764	5006853
21	483974	5010524
22	480651	5007613
23	480753	5010550
24	484164	5013846
25	480380	5014145
26	474001	5013916
27	477327	5010219
28	477450	5007984
29	475195	5008403
30	473407	5008871
31	474904	5006109
32	473722	5006665
33	472359	5006834
34	471005	5006767
35	471393	5009157
36	471504	5013407
37	469481	5012616
38	469985	5009502
39	467967	5012619
40	466539	5012599
41	463129	5014111
42	462002	5011667
43	463887	5011292
44	464720	5007791
45	465482	5009795
46	467880	5008660
47	468090	5009886
48	468902	5009877
49	468309	5006739
50	468272	5005390
51	469019	5005537
52	469952	5006626
53	469905	5005401
54	470711	5005324
55	470806	5004253
56	469777	5004167
57	471076	5002978
58	472404	5003330
59	472375	5005282
60	473132	5004193
61	475139	5004304
62	473941	5003654
63	474190	5002436
64	473560	5001024
65	476054	5001407
66	477445	5002079
67	478680	5001095
68	477465	5000035
69	475788	4999688
70	477250	4998940
71	477003	4997196
72	478128	4997961
73	477311	5003637
74	477476	5005391
75	480764	5006017
76	482321	5005983
77	487997	5003787
78	484841	5002791
79	482221	5004109
80	480117	5003941
81	479695	5002322
82	480279	5000802
83	480081	4998997
84	482072	4999189
85	485688	5000744
86	484278	4997783
87	482017	4997183
88	480196	4997917
89	479514	4997102
90	487995	4999801
91	486600	4999368
92	485821	4998058
93	486393	4997319
94	488073	4998215
95	492561	4998469
96	489516	5001184
97	491015	5004114
98	496067	5001659
99	497854	4998455
100	481481	4995530
101	481648	4996498
102	480190	4996010
103	478832	4995474
104	478336	4994493
105	479003	4994189
106	480096	4994543
107	481117	4994505
108	481698	4993688
109	480106	4993761
110	481465	4992722
111	480047	4992992
112	478250	4991877
113	478183	4989779
114	478072	4987673
115	478917	4991536
116	480038	4991703
117	481534	4991533
118	478722	4989320
119	479839	4990107
120	481325	4989769
121	478881	4987572
122	479847	4988812
123	479848	4987301
124	481258	4988338
125	424873	4976098
126	432840	4978653
127	426402	4967758
128	437032	4966112
129	426184	4957152
130	436652	4958244
131	446802	4959338
132	444296	4956332
133	440659	4949377
134	444469	4965812
135	448006	4968433
136	451753	4970013
137	454336	4970175
138	455730	4969972
139	457308	4969154
140	458274	4970119
141	457641	4966829
142	456120	4967518
143	453459	4967282
144	458185	4964203
145	456360	4962851
146	455425	4964695
147	453708	4964954
148	449793	4964425
149	449495	4962349
150	451348	4963152
151	453193	4961111
152	451806	4961189
153	453127	4959595
154	452175	4959173
155	450805	4959726
156	450136	4957036
157	482462	4927422
158	482197	4937250
159	492202	4937231
160	491007	4928398
161	499276	4936632
162	503430	4937581
163	511570	4937373
164	518344	4947340
165	513733	4946068
166	509053	4946088
167	502525	4946040
168	492215	4943671
169	491470	4948109
170	488341	4942685
171	486339	4943733
172	485534	4947298
173	485299	4949814
174	483713	4950691
175	481914	4950101
176	481739	4946590
177	481108	4944075
178	481717	4942916
179	478352	4943573
180	475517	4944554
181	478361	4946218
182	478619	4948478
183	476414	4949273
184	477014	4951081
185	478250	4950238
186	478893	4952448
187	477212	4952258
188	475091	4953339
189	475427	4954381
190	474952	4956303
191	476490	4955905
192	476949	4955097
193	476701	4954336
194	477110	4953505
195	478901	4953639
196	479083	4954698
197	478368	4955129
198	477805	4954938
199	477566	4956823
200	479238	4956941
201	481183	4958577
202	478803	4958422
203	476584	4957545
204	474724	4957839
205	476153	4958626
206	478012	4959315
207	479297	4959274
208	481548	4960228
209	480452	4960725
210	485261	4952267
211	486453	4954022
212	483135	4953973
213	481493	4952400
214	481831	4953977
215	481895	4955373
216	481930	4956643
217	483178	4957152
218	484344	4956971
219	484323	4955877
220	486073	4956329
221	488624	4952373
222	489009	4953691
223	491324	4954998
224	493867	4953082
225	496569	4956582
226	497910	4956016
227	498680	4952711
228	506272	4955106
229	504789	4952561
230	510301	4952903
231	510654	4954223
232	512398	4954191
233	512713	4952525
234	482289	4960669
235	483109	4959200
236	484827	4959238
237	489043	4960479
238	489230	4962295
239	487449	4962206
240	486144	4961774
241	485549	4960356
242	483355	4960538
243	483592	4962324
244	483448	4963667
245	485615	4963522
246	487580	4963772
247	489898	4963644
248	491297	4964215
249	490985	4965843
250	489377	4965323
251	487923	4965509
252	487197	4965552
253	486108	4965199
254	484756	4965150
255	486247	4966813
256	487675	4967031
257	488997	4966599
258	489099	4967405
259	490545	4967211
260	492536	4968937
261	493916	4969712
262	495988	4969535
263	495554	4968507
264	494465	4968694
265	492582	4967029
266	493933	4967669
267	496053	4966987
268	496843	4966706
269	498030	4966794
270	498609	4965931
271	498275	4962759
272	497507	4965470
273	496102	4965256
274	497313	4963711
275	496037	4964092
276	494133	4965331
277	492679	4965395
278	492183	4963711
279	494246	4962751
280	492611	4960335
281	496012	4960358
282	497578	4958562
283	497119	4968646
284	497965	4969033
285	497930	4970288
286	497021	4969850
287	496346	4970180
288	496314	4971334
289	495999	4973159
290	495500	4972676
291	494311	4973632
292	493950	4972547
293	494025	4970717
294	492662	4970616
295	492668	4972400
296	492685	4973658
297	488154	4970664
298	490015	4973228
299	490969	4970555
300	490015	4970614
301	490681	4968762
