2908	1500
3231	4180
3241	1719
3349	2339
3350	616
3351	2543
3370	4236
3484	2880
3502	6204
3510	4656
3613	3671
3855	5197
3897	5479
3924	4205
4028	2394
4076	5477
4083	4277
4094	2390
4174	2720
4280	4950
4284	3202
4556	3378
4632	2117
4683	1685
4717	5468
4719	4013
4834	815
4883	3875
4904	3517
5263	4067
5343	1564
5347	2780
5356	2745
5390	3628
5506	3905
5620	1787
5625	1583
5640	828
5654	3473
5659	1966
5664	3263
5741	3520
5799	1458
5803	2975
5820	2287
5888	3662
5993	1164
6001	3711
16021	3386
19192	2547
19196	1455
19215	5072
19315	2794
19326	2061
19520	1803
19532	3222
19540	1936
19673	2923
20026	4478
20033	1664
20050	3190
20090	2624
20116	4703
