9
543	61804.75	1847	1.15	1544	48192.05	1	96	256
347	54283.95	1085	0.80	54	46585.31	1	58	576
342	64182.76	1037	0.50	977	44115.50	1	30	149
90	63819.00	274	0.55	295	40568.47	1	0	15
219	61804.75	751	0.57	837	41484.25	1	0	29
322	67533.16	1090	0.71	543	39048.92	1	0	65
272	66855.79	884	0.68	793	39615.90	1	10	85
256	70230.59	837	0.61	607	36590.51	1	70	15
891	61805.35	2969	0.61	2167	41398.61	1	26	46
542	63343.68	1726	1.01	1311	38456.48	1	58	204
400	59252.77	1302	1.02	1093	44884.59	1	0	19
443	58191.22	1490	0.65	1241	45967.29	1	10	16
430	57653.47	1455	0.67	1384	40733.16	1	44	53
727	58974.23	2077	1.04	1591	37015.96	1	30	23
1146	61153.79	3588	0.82	3111	45632.26	1	5	45
366	63560.48	1238	0.70	927	39083.78	1	0	16
646	68063.45	2100	0.61	1561	33621.37	1	5	31
117	69544.98	352	0.45	364	31994.52	1	25	23
66	68063.45	216	0.40	149	30378.19	1	0	52
228	70130.75	785	0.88	540	26914.43	1	40	53
743	68263.57	2501	0.85	1853	29841.78	1	20	277
130	124153.95	412	0.67	608	27001.26	1	46	194
212	72017.20	655	0.67	667	30014.89	1	10	379
849	63496.68	2835	0.93	1684	34043.45	1	50	389
492	67353.19	1520	1.20	833	33503.32	1	74	236
623	71661.11	2085	0.58	1427	33407.39	1	54	229
386	79035.03	1349	0.77	1013	29719.03	1	0	152
57	121667.83	176	0.30	2880	26898.72	1	10	30
520	73556.77	1802	2.64	1432	27839.24	1	50	16
705	118132.13	2383	1.19	1679	29506.77	1	324	291
1159	111384.53	4047	2.35	3985	25519.90	1	0	276
272	68697.68	893	1.00	411	25926.62	1	0	54
467	66834.24	1521	2.11	1890	26400.75	1	0	165
1565	66532.12	4902	3.07	2760	27159.75	1	15	225
539	74218.96	1916	1.24	1909	29843.91	1	132	347
608	76793.98	2078	0.79	1261	33736.07	1	0	149
265	74305.85	944	0.62	89	33565.01	1	0	42
66	67687.57	253	0.91	422	29851.84	1	0	29
419	121744.18	1457	0.82	828	34548.31	1	0	104
657	119930.02	2317	0.81	1221	34685.45	1	102	131
505	66078.61	1780	0.67	1598	37722.57	1	0	37
388	69841.65	1437	0.82	1287	35176.81	1	25	87
658	69841.65	2373	0.78	827	33990.11	1	29	70
145	64811.92	432	0.84	299	31892.72	1	62	89
253	68718.70	684	1.12	954	31412.61	1	91	574
328	65084.45	1003	1.33	1506	30373.69	1	0	171
64	69164.06	207	0.72	254	30919.84	1	23	331
203	68501.70	718	1.02	1224	30594.87	1	5	10
636	53294.01	1931	3.07	1609	28214.37	1	273	1121
1324	48805.57	3179	3.77	2572	26994.07	1	380	468
232	40659.26	510	5.18	356	26539.25	1	301	39
268	58321.09	1006	6.10	522	27788.24	1	29	988
430	45799.80	1085	4.85	705	26089.62	1	261	2423
75	54612.96	183	2.14	107	25669.09	1	10	2165
1091	52690.45	3083	4.19	2704	24687.43	1	105	1853
1154	47933.90	2513	3.80	1710	24869.17	1	475	1084
344	56482.94	1059	2.73	876	23305.44	1	50	1050
1156	68989.39	3445	2.99	2609	23475.97	1	209	244
2	61831.00	4	0.00	0	25230.60	1	30	90
363	56083.75	1130	2.62	838	24253.10	1	15	132
163	77059.20	539	1.21	1453	23801.55	1	0	20
286	50690.07	914	3.02	517	23328.09	1	291	45
1688	51791.01	5231	3.31	3294	21960.87	1	741	832
1696	51273.10	5209	2.72	1618	20807.76	1	872	1088
1885	49738.46	5343	4.53	4497	20822.85	1	151	1278
1277	66842.28	3983	2.82	2501	21290.97	1	81	1167
1036	53111.75	3235	2.85	1893	19959.96	1	74	280
1169	49801.55	3507	2.93	2707	19104.27	1	3	373
901	49427.60	2362	3.21	1145	18509.48	1	40	296
11	52528.56	27	0.46	106	18107.26	1	200	1900
355	52248.10	1049	1.89	657	16405.44	1	0	247
88	52510.50	253	2.03	946	16806.96	1	200	2867
2918	58031.29	9007	2.99	6739	22955.91	1	173	650
275	99533.83	749	2.05	263	24877.01	1	0	228
1048	69451.75	3586	2.16	2106	24876.19	1	259	123
618	70233.05	2103	1.70	859	25432.06	1	97	93
104	68074.17	331	0.71	135	24763.41	1	0	84
112	69155.52	371	0.90	339	23401.91	1	0	136
322	69155.52	1048	1.72	1041	22554.20	1	253	400
1289	64285.31	4224	2.97	2252	23277.90	1	87	186
1548	61891.50	4741	2.91	3155	21670.93	1	61	149
2026	45564.03	5947	3.39	4076	19862.69	1	220	358
1839	56001.04	5076	4.40	3282	18229.75	1	0	554
48	66065.61	140	1.75	118	18900.73	1	171	2167
0	66752.74	0	0.00	0	20811.52	1	0	129
125	66075.66	359	0.81	1185	18307.76	1	0	239
205	56292.99	548	2.19	474	16689.39	1	140	41
1327	55845.60	3716	2.67	2282	16982.90	1	915	329
0	52730.69	1	0.00	57	16396.17	1	2128	78
