7
543.00	61804.75	1847.00	1.15	1544.00	48192.05	1
347.00	54283.95	1085.00	0.80	54.00	46585.31	1
342.00	64182.76	1037.00	0.50	977.00	44115.50	1
90.00	63819.00	274.00	0.55	295.00	40568.47	1
219.00	61804.75	751.00	0.57	837.00	41484.25	1
322.00	67533.16	1090.00	0.71	543.00	39048.92	1
272.00	66855.79	884.00	0.68	793.00	39615.90	1
256.00	70230.59	837.00	0.61	607.00	36590.51	1
891.00	61805.35	2969.00	0.61	2167.00	41398.61	1
542.00	63343.68	1726.00	1.01	1311.00	38456.48	1
400.00	59252.77	1302.00	1.02	1093.00	44884.59	1
443.00	58191.22	1490.00	0.65	1241.00	45967.29	1
430.00	57653.47	1455.00	0.67	1384.00	40733.16	1
727.00	58974.23	2077.00	1.04	1591.00	37015.96	1
1146.00	61153.79	3588.00	0.82	3111.00	45632.26	1
366.00	63560.48	1238.00	0.70	927.00	39083.78	1
646.00	68063.45	2100.00	0.61	1561.00	33621.37	1
117.00	69544.98	352.00	0.45	364.00	31994.52	1
66.00	68063.45	216.00	0.40	149.00	30378.19	1
228.00	70130.75	785.00	0.88	540.00	26914.43	1
743.00	68263.57	2501.00	0.85	1853.00	29841.78	1
130.00	124153.95	412.00	0.67	608.00	27001.26	1
212.00	72017.20	655.00	0.67	667.00	30014.89	1
849.00	63496.68	2835.00	0.93	1684.00	34043.45	1
492.00	67353.19	1520.00	1.20	833.00	33503.32	1
623.00	71661.11	2085.00	0.58	1427.00	33407.39	1
386.00	79035.03	1349.00	0.77	1013.00	29719.03	1
57.00	121667.83	176.00	0.30	2880.00	26898.72	1
520.00	73556.77	1802.00	2.64	1432.00	27839.24	1
705.00	118132.13	2383.00	1.19	1679.00	29506.77	1
1159.00	111384.53	4047.00	2.35	3985.00	25519.90	1
272.00	68697.68	893.00	1.00	411.00	25926.62	1
467.00	66834.24	1521.00	2.11	1890.00	26400.75	1
1565.00	66532.12	4902.00	3.07	2760.00	27159.75	1
539.00	74218.96	1916.00	1.24	1909.00	29843.91	1
608.00	76793.98	2078.00	0.79	1261.00	33736.07	1
265.00	74305.85	944.00	0.62	89.00	33565.01	1
66.00	67687.57	253.00	0.91	422.00	29851.84	1
419.00	121744.18	1457.00	0.82	828.00	34548.31	1
657.00	119930.02	2317.00	0.81	1221.00	34685.45	1
505.00	66078.61	1780.00	0.67	1598.00	37722.57	1
388.00	69841.65	1437.00	0.82	1287.00	35176.81	1
658.00	69841.65	2373.00	0.78	827.00	33990.11	1
145.00	64811.92	432.00	0.84	299.00	31892.72	1
253.00	68718.70	684.00	1.12	954.00	31412.61	1
328.00	65084.45	1003.00	1.33	1506.00	30373.69	1
64.00	69164.06	207.00	0.72	254.00	30919.84	1
203.00	68501.70	718.00	1.02	1224.00	30594.87	1
636.00	53294.01	1931.00	3.07	1609.00	28214.37	1
1324.00	48805.57	3179.00	3.77	2572.00	26994.07	1
232.00	40659.26	510.00	5.18	356.00	26539.25	1
268.00	58321.09	1006.00	6.10	522.00	27788.24	1
430.00	45799.80	1085.00	4.85	705.00	26089.62	1
75.00	54612.96	183.00	2.14	107.00	25669.09	1
1091.00	52690.45	3083.00	4.19	2704.00	24687.43	1
1154.00	47933.90	2513.00	3.80	1710.00	24869.17	1
344.00	56482.94	1059.00	2.73	876.00	23305.44	1
1156.00	68989.39	3445.00	2.99	2609.00	23475.97	1
2.00	61831.00	4.00	0.00	0.00	25230.60	1
363.00	56083.75	1130.00	2.62	838.00	24253.10	1
163.00	77059.20	539.00	1.21	1453.00	23801.55	1
286.00	50690.07	914.00	3.02	517.00	23328.09	1
1688.00	51791.01	5231.00	3.31	3294.00	21960.87	1
1696.00	51273.10	5209.00	2.72	1618.00	20807.76	1
1885.00	49738.46	5343.00	4.53	4497.00	20822.85	1
1277.00	66842.28	3983.00	2.82	2501.00	21290.97	1
1036.00	53111.75	3235.00	2.85	1893.00	19959.96	1
1169.00	49801.55	3507.00	2.93	2707.00	19104.27	1
901.00	49427.60	2362.00	3.21	1145.00	18509.48	1
11.00	52528.56	27.00	0.46	106.00	18107.26	1
355.00	52248.10	1049.00	1.89	657.00	16405.44	1
88.00	52510.50	253.00	2.03	946.00	16806.96	1
2918.00	58031.29	9007.00	2.99	6739.00	22955.91	1
275.00	99533.83	749.00	2.05	263.00	24877.01	1
1048.00	69451.75	3586.00	2.16	2106.00	24876.19	1
618.00	70233.05	2103.00	1.70	859.00	25432.06	1
104.00	68074.17	331.00	0.71	135.00	24763.41	1
112.00	69155.52	371.00	0.90	339.00	23401.91	1
322.00	69155.52	1048.00	1.72	1041.00	22554.20	1
1289.00	64285.31	4224.00	2.97	2252.00	23277.90	1
1548.00	61891.50	4741.00	2.91	3155.00	21670.93	1
2026.00	45564.03	5947.00	3.39	4076.00	19862.69	1
1839.00	56001.04	5076.00	4.40	3282.00	18229.75	1
48.00	66065.61	140.00	1.75	118.00	18900.73	1
0.00	66752.74	0.00	0.00	0.00	20811.52	1
125.00	66075.66	359.00	0.81	1185.00	18307.76	1
205.00	56292.99	548.00	2.19	474.00	16689.39	1
1327.00	55845.60	3716.00	2.67	2282.00	16982.90	1
0.00	52730.69	1.00	0.00	57.00	16396.17	1
1394.00	74800.24	4353.00	2.54	2592.00	21448.07	1
584.00	64932.54	1839.00	2.66	1039.00	20137.85	1
1212.00	64932.54	3333.00	4.29	2106.00	18705.56	1
727.00	57963.67	2066.00	3.24	1223.00	18244.58	1
906.00	75457.36	2677.00	2.62	1554.00	19633.75	1
1133.00	131560.33	3624.00	1.16	1510.00	22849.62	1
319.00	78597.76	1007.00	1.10	1459.00	23106.52	1
950.00	71989.31	3526.00	0.95	225.00	27207.58	1
591.00	72181.87	1846.00	1.31	1930.00	26604.89	1
129.00	82576.00	437.00	0.77	223.00	22377.23	1
417.00	46938.39	1152.00	3.31	876.00	14927.01	1
97.00	56292.99	210.00	1.82	278.00	15891.91	1
1788.00	85146.29	5067.00	3.36	3256.00	15176.84	1
288.00	53206.33	732.00	13.67	554.00	15057.05	1
1388.00	49311.20	3717.00	2.97	2303.00	13977.41	1
63.00	52332.82	179.00	2.50	104.00	13106.50	1
986.00	50563.51	2773.00	4.45	1700.00	13762.33	1
539.00	48316.92	1570.00	3.41	893.00	13939.84	1
370.00	52128.00	1065.00	7.46	530.00	13038.97	1
66.00	52307.69	197.00	3.60	0.00	12936.97	1
343.00	52128.00	1003.00	2.90	689.00	12271.98	1
644.00	52307.69	1807.00	2.60	1189.00	12194.66	1
981.00	49082.61	2226.00	5.27	1518.00	11027.10	1
0.00	36458.10	0.00	0.00	0.00	8902.11	1
0.00	36458.10	0.00	0.00	0.00	6991.77	1
750.00	49082.61	1922.00	4.46	1125.00	10950.09	1
1274.00	79704.99	3201.00	3.74	1962.00	10838.90	1
1755.00	51316.63	4327.00	3.45	3058.00	10845.28	1
674.00	36934.45	1519.00	4.47	1068.00	8804.73	1
1122.00	42762.54	2773.00	5.06	1545.00	9180.26	1
973.00	44025.72	2667.00	3.11	1640.00	9297.21	1
836.00	36973.98	1995.00	5.21	1049.00	6973.37	1
1410.00	39988.89	3256.00	5.63	1873.00	8071.35	1
1394.00	65060.79	3319.00	5.75	1923.00	6877.00	1
3229.00	40758.80	7746.00	5.14	4766.00	7671.39	1
327.00	51928.96	1060.00	0.42	776.00	54043.15	2
1287.00	50847.04	3757.00	1.01	1825.00	44450.40	2
591.00	51925.84	1734.00	0.66	469.00	55659.38	2
1808.00	56543.29	4785.00	1.48	5725.00	46529.76	2
1441.00	49103.08	4113.00	1.66	2132.00	59037.07	2
492.00	58922.94	1458.00	0.73	840.00	50491.09	2
114.00	65456.55	381.00	0.55	187.00	40433.12	2
280.00	65425.57	915.00	0.61	441.00	43251.09	2
354.00	62653.94	1137.00	0.57	240.00	50239.35	2
504.00	85987.84	1931.00	0.79	211.00	38442.32	2
756.00	82928.98	2354.00	1.14	965.00	32793.19	2
535.00	75998.40	1567.00	1.16	965.00	29179.53	2
86.00	124064.77	282.00	0.91	493.00	27333.25	2
401.00	90361.83	1263.00	1.46	870.00	25869.90	2
1672.00	77600.45	4691.00	2.36	4528.00	24415.70	2
439.00	77509.00	1401.00	2.00	745.00	23187.93	2
511.00	83557.07	1398.00	2.57	2526.00	25566.01	2
107.00	83667.07	303.00	0.99	1378.00	27403.43	2
12.00	83964.30	33.00	0.65	364.00	28683.05	2
109.00	116012.39	339.00	0.95	307.00	26808.66	2
138.00	114917.78	428.00	0.84	107.00	28808.23	2
6.00	115092.76	27.00	1.42	79.00	28353.53	2
173.00	75033.21	502.00	1.92	476.00	30134.85	2
129.00	69051.87	407.00	0.74	293.00	31896.32	2
