20468
7403
1200
1165
21
1	1	5432	9	2.3	32.02	1	2400	70.96	0.07	1	-1	0	0	155993.05	0	0	2	0	0	0
2	1	6712	9	1.44	32	1	2400	20.31	0.05	1	-1	0	0	154638.41	0	0	2	0	0	0
3	2	5430	9	1.95	31.97	1	2400	32.98	0.06	1	-1	0	0	150710.02	0	0	2	1	0	0
4	2	5738	9	2.16	32	1	2400	38.89	0.07	1	-1	1	0	152305.91	0	0	2	1	1	0
5	2	5739	9	0.87	32.02	1	2400	19.24	0.03	1	-1	0	0	149954.34	0	0	2	0	0	0
6	3	5435	9	2.42	31.98	1	2400	25.59	0.08	1	-1	0	0	141328.28	0	0	2	1	0	0
7	3	6705	9	1.63	31.96	1	2400	12.21	0.05	1	-1	0	0	142446.38	0	0	2	0	0	0
8	3	6706	9	1.73	32.04	1	2400	13.6	0.05	1	-1	0	0	140466.08	0	0	2	1	0	0
9	3	6712	9	1.74	32.02	1	2400	7	0.05	1	-1	0	0	148375.66	0	0	2	1	0	0
10	4	5458	9	1.11	32.02	1	2400	15.4	0.03	1	-1	0	0	131029.72	0	0	2	1	0	0
11	4	6705	9	2.07	32.01	1	2400	3.14	0.06	1	-1	0	0	136859.05	0	0	2	0	0	1
12	4	6707	9	1.59	32.01	1	2400	0	0.05	1	-1	0	0	132192.69	0	0	2	1	0	0
13	5	5405	9	0.48	32	1	2400	29.35	0.01	1	-1	0	0	130720.78	0	0	2	1	0	0
14	5	5435	9	1.34	32.03	1	2400	10.82	0.04	1	-1	0	0	134846.7	0	0	2	1	0	0
15	6	5437	9	0.95	32.02	1	2400	62.39	0.03	1	-1	0	0	126991.8	0	0	2	1	0	0
16	6	6706	9	1.53	31.99	1	2400	3.89	0.05	1	-1	0	0	131853.78	0	0	2	0	0	0
17	6	6707	9	1.49	32.04	1	2400	1.18	0.05	1	-1	0	0	129136.56	0	0	2	0	0	0
18	7	5406	9	1.32	31.94	1	2400	33.67	0.04	1	-1	0	0	131743.05	0	0	2	0	0	0
19	7	5429	9	0.46	32.09	1	2400	34.07	0.01	1	-1	0	0	135102.59	0	0	2	0	0	1
20	8	5354	9	0.1	31.58	1	2400	37.11	0	1	-1	0	0	119374.58	0	0	2	1	0	0
21	8	5425	9	0.89	31.98	1	2400	25.7	0.03	1	-1	0	0	119164.24	0	0	2	0	0	0
22	9	5428	9	2.33	31.99	1	2400	169.05	0.07	1	-1	0	0	130047.48	0	0	2	1	0	0
23	9	5429	9	2.04	31.96	1	2400	48.72	0.06	1	-1	0	0	135747.48	0	0	2	1	1	1
24	9	5739	9	2.18	31.98	1	2400	50.89	0.07	1	-1	0	0	141930.27	0	0	2	1	0	1
25	10	5422	9	1.36	32	1	2400	92.11	0.04	1	-1	0	0	130003.1	0	0	2	0	0	0
26	10	5427	9	0.62	32.07	1	2400	110.51	0.02	1	-1	0	0	125363.78	0	0	2	0	0	0
27	11	5419	9	0.9	31.95	1	2400	61.82	0.03	1	-1	0	0	148625.05	0	0	2	0	0	0
28	11	5740	9	0.76	31.89	1	2400	44.75	0.02	1	-1	0	0	148174.3	0	0	2	1	0	0
