70
20399	783	5912	22101.05	1	0	0	0	4	1	1	0.861789371
20400	6918	7726	17807.98	0	0	0	0	7	0	1	1.309853744
20401	5727	5725	45868.92	0	0	0	0	1	0	1	0.870689004
20402	7728	7729	28187.85	1	1	1	0	1	1	1	2.364110138
20403	5466	992	14016.01	0	0	0	0	5	1	1	0.929200245
20404	7730	5341	20085.49	0	0	0	0	7	1	1	0.796894421
20405	6590	3689	18957.45	0	0	1	0	7	1	1	1.665826712
20406	4609	5916	23985.2	0	1	1	0	4	1	1	1.496600228
20407	2062	4870	9278.73	1	0	0	0	4	1	1	0.41128757
20408	7725	746	16000.89	0	1	0	0	4	1	1	0.468574545
20409	7733	5811	19266.84	1	1	0	0	4	1	1	0.64978433
20410	5635	7733	20047.53	0	0	0	0	4	1	1	0.437855649
20411	5811	7724	18094.51	1	0	1	0	4	1	1	0.907123902
20412	7724	7725	16870.58	0	1	0	0	4	1	1	0.638060019
20413	6589	1088	20385.28	0	0	0	0	7	1	1	3.696766798
20414	5331	7730	20741.08	1	1	1	0	7	1	1	0.986222106
20415	7726	1129	16989.13	1	0	1	0	7	0	1	0.738166726
20416	1129	7727	16572.79	1	0	1	0	7	0	1	0.509020781
20417	7727	3708	15855.26	1	1	1	0	7	0	1	2.433837216
20418	5773	798	29441.73	1	1	1	0	4	1	1	4.435124551
20419	3524	3533	21816.31	0	0	0	0	3	1	1	1.715871072
20420	4605	4612	25939.4	0	0	1	0	4	1	1	2.849541891
20421	638	636	32756.54	1	1	1	0	4	1	1	3.466286001
20422	636	4585	32958.51	1	1	1	0	4	1	1	0.819833401
20423	6381	571	14048.78	0	0	0	0	4	1	1	0.739024999
20424	571	2773	13215.72	1	0	0	0	4	1	1	0.638345068
20425	2773	6352	12241.02	1	0	0	0	4	1	1	0.710206105
20426	4507	6820	24354.07	1	0	0	0	2	0	1	2.888846802
20427	4504	4507	28115.85	1	0	0	0	2	0	1	1.953521054
20428	6079	4504	30764.57	1	0	0	0	2	0	1	1.508022315
20429	6077	6079	32793.28	1	0	0	0	2	0	1	1.287645706
20430	6078	6077	34601.11	0	0	0	0	2	0	1	1.078382875
20431	3358	6078	37663.13	0	1	0	0	2	0	1	2.824553171
20432	7732	5864	17259.19	0	0	0	0	4	0	1	1.075097117
20433	7731	7732	20654.75	1	0	1	0	4	0	1	6.62090108
20434	798	5773	29441.73	1	1	1	0	4	1	1	4.435125
20435	5912	783	22101.05	1	0	0	0	4	1	1	0.861789
20436	7726	6918	17807.98	0	0	0	0	7	0	1	1.309854
20437	5725	5727	45868.92	0	0	0	0	1	0	1	0.870689
20438	992	5466	14016.01	0	0	0	0	5	1	1	0.9292
20439	3689	6590	18957.45	0	0	1	0	7	1	1	1.665827
20440	5916	4609	23985.2	0	1	1	0	4	1	1	1.4966
20441	4870	2062	9278.73	1	0	0	0	4	1	1	0.411288
20442	7733	5635	20047.53	0	0	0	0	4	1	1	0.437856
20446	7725	7724	16870.58	0	1	0	0	4	1	1	0.63806
20445	746	7725	16000.89	0	1	0	0	4	1	1	0.468575
20443	5811	7733	19266.84	1	1	0	0	4	1	1	0.649784
20444	7724	5811	18094.51	1	0	1	0	4	1	1	0.907124
20447	1088	6589	20385.28	0	0	0	0	7	1	1	3.696767
20448	3533	3524	21816.31	0	0	0	0	3	1	1	1.715871
20449	4612	4605	25939.4	0	0	1	0	4	1	1	2.849542
20450	636	638	32756.54	1	1	1	0	4	1	1	3.466286
20451	4585	636	32958.51	1	1	1	0	4	1	1	0.819833
20452	571	6381	14048.78	0	0	0	0	4	1	1	0.739025
20454	6352	2773	12241.02	1	0	0	0	4	1	1	0.710206
20453	2773	571	13215.72	1	0	0	0	4	1	1	0.638345
20455	7729	7728	28187.85	1	1	1	0	1	1	1	2.36411
20456	5341	7730	20085.49	0	0	0	0	7	1	1	0.796894
20457	7730	5331	20741.08	1	1	1	0	7	1	1	0.986222
20458	1129	7726	16989.13	1	0	1	0	7	0	1	0.738167
20460	5864	7732	17259.19	0	0	0	0	4	0	1	1.075097
20459	7732	7731	20654.75	1	0	1	0	4	0	1	6.620901
20461	7727	1129	16572.79	1	0	1	0	7	0	0	0.509021
20462	3708	7727	15855.26	1	1	1	0	7	0	1	2.433837
20468	6820	4507	24354.07	1	0	0	0	2	0	1	2.888847
20467	4507	4504	28115.85	1	0	0	0	2	0	1	1.953521
20466	4504	6079	30764.57	1	0	0	0	2	0	1	1.508022
20465	6079	6077	32793.28	1	0	0	0	2	0	1	1.287646
20464	6077	6078	34601.11	0	0	0	0	2	0	1	1.078383
20463	6078	3358	37663.13	0	1	0	0	2	0	1	2.824553
