9
543	1134	1583	2017	0	0	0	0	1847	3523	4918	6268	1.15	1.15	1.15	1.15	1293	2543	3542	4507	48192.05	48192.05	48192.05	48192.05	1	1	1	1	96	94	284	433	256	887	986	1070
347	653	1377	2163	0	0	0	0	1085	1830	3232	4592	0.80	0.80	0.80	0.80	855	1404	2754	4139	46585.31	46585.31	46585.31	46585.31	1	1	1	1	58	78	91	132	576	415	599	645
342	581	750	950	0	0	0	0	1037	1794	2200	2600	0.50	0.50	0.50	0.50	815	1336	1695	2096	44115.5	44115.5	44115.5	44115.5	1	1	1	1	30	35	35	40	149	144	175	200
90	161	200	300	0	0	0	0	274	513	590	820	0.55	0.55	0.55	0.55	215	374	453	661	40568.47	40568.47	40568.47	40568.47	1	1	1	1	0	0	0	0	15	10	15	20
219	405	480	515	0	0	0	0	751	1381	1480	1520	0.57	0.57	0.57	0.57	521	987	1137	1203	41484.25	41484.25	41484.25	41484.25	1	1	1	1	0	5	5	5	29	84	103	128
322	381	550	650	0	0	0	0	1090	1250	1610	1780	0.71	0.71	0.71	0.71	768	892	1241	1432	39048.92	39048.92	39048.92	39048.92	1	1	1	1	0	5	10	10	65	100	115	130
272	393	465	500	0	0	0	0	884	1210	1298	1332	0.68	0.68	0.68	0.68	648	930	1067	1129	39615.9	39615.9	39615.9	39615.9	1	1	1	1	10	0	0	0	85	68	83	102
256	307	360	390	0	0	0	0	837	920	986	1013	0.61	0.61	0.61	0.61	635	703	799	849	36590.51	36590.51	36590.51	36590.51	1	1	1	1	70	37	45	55	15	54	65	81
891	1095	1295	1395	0	0	0	0	2969	3392	3636	3735	0.61	0.61	0.61	0.61	2207	2533	2899	3070	41398.61	41398.61	41398.61	41398.61	1	1	1	1	26	0	0	0	46	106	129	159
542	713	870	988	0	0	0	0	1726	2155	2423	2600	1.01	1.01	1.01	1.01	1253	1609	1907	2119	38456.48	38456.48	38456.48	38456.48	1	1	1	1	58	34	45	80	204	486	550	565
400	591	721	820	0	0	0	0	1302	1880	2113	2268	1.02	1.02	1.02	1.02	939	1342	1591	1772	44884.59	44884.59	44884.59	44884.59	1	1	1	1	0	32	35	40	19	39	45	50
443	677	826	938	0	0	0	0	1490	2085	2344	2515	0.65	0.65	0.65	0.65	1040	1524	1807	2009	45967.29	45967.29	45967.29	45967.29	1	1	1	1	10	37	40	50	16	113	130	135
430	737	899	1022	0	0	0	0	1455	2389	2686	2882	0.67	0.67	0.67	0.67	1002	1703	2022	2253	40733.16	40733.16	40733.16	40733.16	1	1	1	1	44	65	70	80	53	293	340	360
727	889	1084	1232	0	0	0	0	2077	2432	2734	2935	1.04	1.04	1.04	1.04	1680	1944	2297	2552	37015.96	37015.96	37015.96	37015.96	1	1	1	1	30	60	60	100	23	52	65	40
1146	1578	1850	2100	0	0	0	0	3588	4668	5000	5400	0.82	0.82	0.82	0.82	2677	3602	4093	4563	45632.26	45632.26	45632.26	45632.26	1	1	1	1	5	5	5	10	45	115	135	140
366	431	470	520	0	0	0	0	1238	1289	1303	1335	0.70	0.70	0.70	0.70	896	990	1053	1133	39083.78	39083.78	39083.78	39083.78	1	1	1	1	0	0	0	10	16	43	65	70
